killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
Grenade,AnGrY_Kocou,6,366082.5,505304.9,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,400,acheng972,22,367128.3,508843.7
Down and Out,Mr_maybe_zr,3,108761,454220.1,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1651,Marry-Liu,5,111034.5,453994.9
M416,deerly_no_more,3,109349.6,454497.6,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1642,wws886,5,110688.4,454118.2
Vector,Hokkaido_Phoenix,23,164817.3,277556.6,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,220,BabyEsoul,25,164803.4,277635.9
Down and Out,la-ganwo,1,102003.7,477307.2,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1814,joji-Goji,2,104312.4,482432.9
SCAR-L,DmitriyWild,6,84390.75,478724.6,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1552,aslkdui,7,83612.54,478269.4
UMP9,34966,11,388932.9,334061.1,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,699,yoona98,20,0,0
Kar98k,la-ganwo,1,102074.5,477242.2,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1814,Mingyushuai,2,106304,482553.9
Punch,asfggsdagfs,20,271890.8,144332.1,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,136,yu_kun1999,27,0,0
AKM,DmitriyWild,6,364229.5,504703.6,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,375,32gyuf2ew,22,363555.5,505243.7
Down and Out,M_L_G_B,9,178742.6,344407.1,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,929,feifei_or,15,176817.4,343358.7
Punch,asfggsdagfs,20,269877.2,145702.8,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,128,qddlaiba,27,0,0
M16A4,deerly_no_more,3,86417.29,433711,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1316,SweetTUTU,11,86387.75,436044.9
Down and Out,Tesla1220,5,114417.4,437337.3,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1485,M_L_G_B,9,112416.1,439846.2
S686,AnGrY_Kocou,6,339390.4,517324.3,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,561,2812926010,8,339251.8,517477.7
M16A4,Mrxuanrui,27,357665.3,519082.5,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,114,zheboai,22,357333.3,519241
Mini 14,Mr-whaha,3,136735.6,293532.4,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,970,biubiubiubiuv,14,138267.6,293556.6
S1897,SYH__14,20,288234.2,269023.6,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,563,asfggsdagfs,20,0,0
Bluezone,,,,,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1323,Ke-Danier,13,0,0
M16A4,Tesla1220,5,151752.3,424152.8,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1277,SYH__14,20,153821.3,423999.5
Punch,WDQWL,21,483866.1,629000.9,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,108,zhaoxuanhao,13,483869.6,628921.1
Mini 14,cncn18267,13,446005.9,621987.3,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,225,Ttangdodo,27,445471.9,621458.3
Punch,Dxmmxdk,26,464677.1,641476.1,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,124,TaianChao,21,464547.8,641495.9
M416,deerly_no_more,3,109293,454486.7,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1651,VIPmissone,5,110714.9,454557.3
S1897,Mr_maybe_zr,3,175428.4,287885.8,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,260,BabyKboy,25,175515.5,288052.7
Down and Out,AigoDragon,16,458897.1,630032.1,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,505,WDQWL,21,459003.8,630588.6
Down and Out,Czzz1,12,52126.77,509668.8,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1290,dfdf1818,4,53153.97,512536.9
M416,deerly_no_more,3,109275.3,454179.6,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1642,Tesla1220,5,110408.9,454125.1
Mini 14,BrokenWu,20,413554.8,481097.1,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,172,AKSBVG,8,413167.8,481019.9
AKM,Asset_kz,6,229804.8,565097.4,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1107,AngelPerF,13,224858.7,567668.1
M16A4,XiaoBaBa2333,11,380892.2,359191.1,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,807,fairysss,18,385284.4,355896.5
Down and Out,AnGrY_Kocou,6,87747.93,501387.2,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1281,weiqinbaobao,7,84199.95,478798.3
SCAR-L,la-ganwo,1,88782.38,478159.1,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1645,LYBcnmcnm,7,88451.41,478184.9
S686,32gyuf2ew,22,360425.6,514872.8,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,144,Mrxuanrui,27,360690,514762.3
Bluezone,Asset_kz,6,82777.93,477958,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1649,LMYYHHM,4,84039.2,478025
M16A4,34966,11,382590.3,356672.4,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,814,Geist123,18,393468.3,353641.8
M416,XiaoBaBa2333,11,343738.5,373069.4,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,945,1997shedan,2,358172.7,373429.6
Mini 14,Mingyushuai,2,106602.9,482652.2,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1769,Mr_maybe_zr,3,112804.9,472309.1
Down and Out,LH1232,1,112078.5,453349.4,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1432,ChicKing2017,9,129546.4,440878.1
Down and Out,SweetTUTU,11,383277.3,355486.7,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,814,yeyeyeskt,18,386284.7,354642.7
SCAR-L,DmitriyWild,6,413216.2,476172.2,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,213,BrokenWu,20,413402.7,479682.1
Down and Out,ongwwwqdcc,27,434442.1,626208.4,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,280,cncn18267,13,445541.8,621524.2
Kar98k,LMYYHHM,4,434209.4,638000.1,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,310,ongwwwqdcc,27,437430.5,623627.6
Crowbar,ahet1234,4,431554.4,640471.3,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,98,kinesss,26,431566.5,640545.7
Mini 14,LH1232,1,112172.8,453470.6,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1486,Yangmaning369,9,115701.4,444250.9
S1897,Tingyue_0427,15,332026.4,145733.7,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,409,SYL795syl,15,0,0
Mini 14,cncn18267,13,437873.4,639361.7,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,147,one--000888,21,437795.1,639146.3
SCAR-L,Keyble,6,76271.47,464949.1,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1457,Justin_Chan001,9,81523.39,461292.2
AKM,AigoDragon,16,458725.7,630884.4,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,505,koujiaodahan28,21,458553.1,631001.4
Grenade,mattee123,16,425443.1,611072.9,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,855,mattee123,16,425443.1,611072.9
S686,LMYYHHM,4,436002.6,637305.1,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,191,Difficu,26,435914.4,637415.8
Bluezone,,,,,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,841,sam999999999,20,0,0
S12K,ZFT-MaRine,16,466230.5,641057,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,222,Dxmmxdk,26,466948.6,640838.6
Down and Out,,,,,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,525,Steam8k2gap,8,370125.6,408518.8
AKM,AKSBVG,8,413487.9,481648.8,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,150,PYmengtuoling6,20,413416.9,481603.9
M416,Geist123,18,390128.5,356122.2,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,785,iceWATNER,20,394776.3,352725.3
SCAR-L,DmitriyWild,6,413950.5,478876.2,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,237,PYmengtuoling8,20,414208.4,478659.3
SCAR-L,la-ganwo,1,88474.6,478318.1,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,1721,Ziyiyou99,4,88438.52,478673.8
Mini 14,LH1232,1,409630.5,423547.3,ERANGEL,2U4GBNA0YmmfwSPLUvKJBCxeB03QD3sFWa7qHqy0WLZhta1E4iDN15cQSXBzgVJD,760,PYmengtuoling7,20,380447.3,424451.2
Win94,Cript,7,353124.6,294331.7,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,477,VanRaincool,15,352810.6,294445.2
Grenade,xHumor,7,233422.5,142139,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1432,xHumor,7,233422.5,142139
Down and Out,Lopezcrazy,5,223182.7,107159.1,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1633,dKumab,3,223334.7,109631
M416,xfnice,6,674488.8,61285.46,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,332,Seansasean,21,674510.4,60555.73
S12K,lingediaobaotian,2,175255.6,439266.4,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,114,Durhu,24,175124.1,439038.8
Down and Out,kongbaiking,9,237918.4,212543.2,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1362,TemcoEwok,8,231620.7,220574.5
M24,muchengDryad,9,232300.2,213372.2,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1286,Manbearpig742,7,218813.8,213603.4
Tommy Gun,hubris0506,21,691755.6,61903.71,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,188,Dr_McPickleboyJR,23,689308.3,61485.2
Down and Out,Seansasean,21,686949.2,67579.4,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,188,Destrius,23,689063.8,63146.47
Down and Out,TemcoWookie,8,186110.7,422861.1,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,161,Wyte_Prvlge,24,187118,422408
Kar98k,Tomakemilk,6,672099.4,61290.83,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,328,hubris0506,21,674014.9,62612.64
P1911,TemcoWookie,8,179063.3,424148.2,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,83,Goonies_Yoshi,24,178943.7,424121.6
Mini 14,#unknown,1,210473.9,209841.6,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1381,TemcoWookie,8,232768.2,216822.2
Kar98k,CZHisSB,1,235312,116725.3,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1649,Rorman,3,224712.4,112989.1
M416,Durex_Dog,14,354397.4,425103.3,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,393,ETo9527,16,354363,425429.2
Bluezone,TemcoWookie,8,232050.1,221931.8,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1323,Winters545,7,237032.6,234529.3
Down and Out,ksqICS111,14,355114.5,423646.2,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,445,yulingtianfeng,16,360047.3,424196.9
Vector,xHumor,7,353427.3,295681.1,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,487,ldoOopI,15,350833.4,296910.3
M16A4,PapaNuntis,8,195970.1,414898.3,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,180,Hanooj,24,201445.5,421828.9
M16A4,Durex_Ice,14,361873.9,423120.7,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,465,Whale7Fall,16,357574.2,422148.2
Micro UZI,GrassyouGG,4,475241.9,376976.2,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,355,wtyqz,20,475732.6,376615.8
SKS,LiuDaah,9,231522.1,213511.5,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1305,Cript,7,220876.2,220269.1
Punch,confidentfish,18,363821.9,418071.5,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,127,MyNameMing,16,363742.2,418064.3
UMP9,sugarniu,2,208505.4,127305.4,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1751,KaBIGonLee,3,212639.7,121816.2
S1897,NbXSC,2,163571.3,593618.1,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,200,Poisdk,10,163320.7,593755.2
Down and Out,kongbaiking,9,234046.6,212865.6,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1381,PapaNuntis,8,233453.1,217341.1
Bluezone,,,,,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1631,Tomakemilk,6,242768,91940.73
Grenade,PanameraHybrid,18,0,0,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,445,Sen_77,17,365616.9,440198
Down and Out,muchengDryad,9,232424.6,213395.2,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1346,stormhexe,8,232197.5,220491.6
P92,Zane0312,17,371676.1,434603.7,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,165,mvp-Daryl,18,370302.9,434792.9
Punch,Whale7Fall,16,357775.3,422110.9,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,461,Duerx_Dad,14,357797.7,422016.1
Down and Out,yulingtianfeng,16,360047.3,424196.9,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,467,Durex_Dog,14,358748.3,422017.3
Mini 14,passat-lajiche,22,366588.9,438301.4,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,204,Zane0312,17,371541.2,434976.2
SKS,dKumab,3,220397.3,97611.34,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1507,Camarillo,5,211350,105244.1
M416,shuaijust,1,235051.1,116724.9,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1654,Lopezcrazy,5,222621,108042.1
S1897,ISPW,17,367431.6,437211.1,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,295,zeronow,18,367378.9,437207.7
AKM,PanameraHybrid,18,366054.8,440164.3,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,345,Meteor_Smoke,17,365703.6,440390.7
AKM,LiuDaah,9,172112,276682.9,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,668,Oooojack,13,172192.9,276670.7
SCAR-L,kongbaiking,9,191629.6,289402.8,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,275,IRON26,13,191652.4,289498.5
Down and Out,,,,,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1412,Kanubis,5,329109.8,169020.2
Win94,shuaijust,1,424284.5,267884.9,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,246,Hugoalvarado672,5,424148.4,267472.4
M416,Cript,7,349187.6,295648.6,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,497,WhoCaresAh,15,349825.9,297076
M16A4,TemcoEwok,8,215739.3,349861.9,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,706,ssl559,14,219039.8,349385.3
Punch,ksqICS111,14,357657.9,422225.1,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,629,Durex_Ice,14,0,0
Down and Out,#unknown,1,346531.7,296084.8,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1159,Adabijow,,347319.1,295005.8
AKM,PerfectPeopl,10,150212.9,590555.2,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,636,NbXSC,2,151680.9,590700.9
SCAR-L,hanzhihuan666,4,241285.8,93521.55,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1578,xfnice,6,243396.8,93977.68
SKS,TemcoWookie,8,232617.2,219151,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1376,kongbaiking,9,234404.4,212854.9
SKS,TemcoWookie,8,209318.9,352035.8,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,820,SOYES1,14,184558.1,337458.4
P92,TemcoEwok,8,190393.3,415790.2,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,92,HUYUE3YUE12,26,190615.7,415066.4
SCAR-L,kongbaiking,9,237949.7,215083.4,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1166,TONBOYO,10,238589.8,215079
SCAR-L,TemcoEwok,8,252392.3,294950.5,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1070,ksqICS111,14,250256.1,292469.2
AKM,hongone1,20,491013,360923,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,241,NJ_Xiaosheng,19,487256.2,370389.3
AKM,Sacrificeonee,4,475598.8,376110.6,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,340,baqicelou55,20,475895.4,375953.3
Motorbike (SideCar),1DaftPunk,3,348378.3,178600.1,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1171,1DaftPunk,3,348378.3,178600.1
Down and Out,Tomakemilk,6,667884.2,48027.55,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,188,China-wanglu,23,667778.6,48908.54
UMP9,ETo9527,16,363779.2,417970.3,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,138,confidentfish,18,363885.9,418080.3
AKM,Sacrificeonee,4,479945.2,370658.2,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,416,hongone1,20,479530.8,371296.3
Down and Out,Seansasean,21,674547.7,58549.18,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,327,#unknown,6,674343.5,58516.21
M416,shuaijust,1,217030,125070.3,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,1789,sugarniu,2,208950.5,127958.9
Down and Out,NbXSC,2,154896.7,598206.2,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,567,DONGQQ,10,149924.7,594437.2
M16A4,Sen_77,17,365998.3,440200.1,MIRAMAR,2U4GBNA0YmlZoY_qZBEnJnTJfo0s9XuO0grQ38DJs8LqPwAmf-h7dMiknxJzAgBO,442,PanameraHybrid,18,365735.3,440348.5
