date,game_size,match_id,match_mode,party_size,player_assists,player_dbno,player_dist_ride,player_dist_walk,player_dmg,player_kills,player_name,player_survive_time,team_id,team_placement
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,42.5438957,0,0,MrSavageCabbage,119.957,100064,89
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,906.1252,224,2,TrickorTrit233,865.146,100070,41
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,1880.40955,306.098419,0,0,Daian_sixsixsix,301.684,100072,68
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,0,0,0,Ji-Pang,116.607,100076,97
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,52.6089172,0,0,TheBanksyRat,89.347,100080,95
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,1,0,2025.23889,1233.27979,4,0,SilentFigure,822.19,100082,42
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,3790.86426,1769.43933,0,0,Liarmuasoda,1205.036,100084,27
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,1059.99475,0,0,chijiadafenDui,1031.649,100088,35
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,6677.15674,744.6471,100,1,Scottyboy992,875.023,100095,40
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,1443.981,34,0,JJmonitor,1138.304,100004,31
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,613.5188,0,0,C-Calefaction,467.65,100009,59
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,1264.81238,898.2751,54,0,MrGravin,635.964,100010,52
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,615.5134,1140.31543,2,1,wennn95,1112.671,100011,33
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,86.61799,0,0,Arbiter895,175.723,100015,81
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,2555.70532,1877.197,0,0,Tobi777,1213.614,100016,26
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,74.0535049,116,1,Jok720,204.901,100020,75
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,95.74973,82,0,YcYhub,219.165,100022,73
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,3389.897,2421.56543,181,1,EverLoop_,1247.073,100024,23
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,2762.09253,67,1,AlmostDead,1392.474,100028,17
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,2518.08276,3101.49,742,7,atjfcc,1656.734,100029,6
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,122.38414,0,0,Tropopause,187.524,100038,80
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,1352.14722,0,0,IKFKING,473.59,100040,56
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,192.4338,129,1,XiaoWei-1987,151.225,100041,85
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,4808.25244,2181.427,75,1,Alssasa,1435.675,100042,13
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,205.579987,85,0,westedhpk,207.609,100052,74
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,1,0,0,2987.66724,426,4,MagneticTitan,1841.955,100055,2
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,488.6441,961.7406,191,1,a7410boby,623.366,100056,53
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,271.94397,100,1,a29257916,317.961,100065,67
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,920.479736,91,0,xavbid,922.97,100067,38
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,700.73584,0,0,SiweiGao,434.21,100069,62
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,755.0935,496.500153,0,0,ZhOnG3,441.509,100077,61
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,0,952.4113,0,0,Hu13Y,467.777,100078,58
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,1387.52441,815.347351,28,0,Yozii,916.236,100086,39
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,2448.5437,856.4164,18,0,Billychuck9,645.993,100093,51
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,6794.15137,742.4917,210,2,MADG429,1156.758,100097,28
2017/11/26 9:47,97,2U4GBNA0Yml_MDIpsXDjMltu0-r8UqS8skCECcelwiP7iulTHq9Y6Z6Qvq6yNSM4,tpp,1,0,0,1432.43408,3625.93286,123,1,M1nG233,1784.005,100098,3
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,1,437.516754,843.824463,200,2,MASUYU,673.407,3,25
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,0,0,60.9505234,0,0,RoaKas,153.195,3,25
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,1,0,0,1240.47583,91,0,ZigMelon,688.835,4,22
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,1,0,1547.1012,151,2,HUFFDADDY01,760.071,4,22
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,0,0,60.4068565,0,0,sylzxcv,222.616,6,36
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,0,0,142.369186,81,0,Roiss,211.934,6,36
2017/12/10 10:30,47,2U4GBNA0YmnPp6oTGzPn_XQc2dIY84zC_YXaldNsHveO-_Iu97F2jxqy_R296Ifo,tpp,2,0,2,2718.878,1710.12256,657,3,p3anutbutter,1009.413,8,14
